# Forces     
# CofR       : (5.000000e-02 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous) moment(pressure viscous porous)
0.005        	((2.980805e+04 -1.663306e-01 -2.182969e-18) (1.536753e+02 -7.966486e-04 -1.227649e-15) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.201375e-17 -4.309468e-18 8.145621e-03) (8.544376e-19 -1.134367e-16 3.885539e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
0.01         	((-3.572425e+02 -5.766354e-02 9.586648e-20) (1.565465e+02 -1.318362e-03 -5.619317e-18) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.021124e-20 -9.206374e-21 2.890366e-03) (2.030087e-19 3.963272e-18 7.356501e-05) (0.000000e+00 0.000000e+00 0.000000e+00))
0.015        	((-1.607441e+02 -1.422887e-01 8.018587e-20) (1.576389e+02 -2.095807e-03 -1.425378e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-6.456516e-21 -6.977870e-21 7.120399e-03) (2.217494e-19 3.075274e-18 1.126025e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.02         	((-6.873522e+01 -1.535213e-01 7.200347e-20) (1.585022e+02 -2.946094e-03 -1.902227e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.292072e-21 -5.772698e-21 7.681387e-03) (2.626092e-19 2.561644e-18 1.555385e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.025        	((-6.405184e+00 -1.485994e-01 6.589332e-20) (1.592142e+02 -3.822176e-03 -2.179865e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.868536e-21 -4.938807e-21 7.434821e-03) (2.544323e-19 2.212635e-18 2.036171e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.03         	((3.795288e+01 -1.489466e-01 6.116955e-20) (1.598206e+02 -4.695341e-03 -2.311480e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.943212e-21 -4.334514e-21 7.451814e-03) (2.037916e-19 1.989178e-18 2.508131e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.035        	((7.067735e+01 -1.480808e-01 5.748646e-20) (1.603494e+02 -5.569105e-03 -2.428338e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.257279e-21 -3.872596e-21 7.408241e-03) (1.942904e-19 1.800629e-18 2.976197e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.04         	((9.567042e+01 -1.368252e-01 5.446869e-20) (1.608187e+02 -6.429326e-03 -2.464772e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-7.479471e-22 -3.509093e-21 6.845229e-03) (1.519938e-19 1.676796e-18 3.433363e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.045        	((1.152023e+02 -1.404022e-01 5.197734e-20) (1.612407e+02 -7.246668e-03 -2.518304e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-3.070913e-22 -3.210384e-21 7.023893e-03) (1.375274e-19 1.560581e-18 3.867428e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.05         	((1.308535e+02 -1.284589e-01 4.983043e-20) (1.616240e+02 -8.032149e-03 -2.547876e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.622229e-23 -2.959465e-21 6.426566e-03) (1.117656e-19 1.473095e-18 4.283729e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.055        	((1.436364e+02 -1.197431e-01 4.793792e-20) (1.619750e+02 -8.755385e-03 -2.571456e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.636262e-22 -2.743197e-21 5.990629e-03) (8.257421e-20 1.401237e-18 4.667850e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.06         	((1.542697e+02 -1.115009e-01 4.622846e-20) (1.622985e+02 -9.431878e-03 -2.586005e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.218526e-22 -2.552950e-21 5.578395e-03) (4.469416e-20 1.343829e-18 5.028033e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.065        	((1.632551e+02 -1.047620e-01 4.466112e-20) (1.625981e+02 -1.006192e-02 -2.595169e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.414182e-22 -2.382650e-21 5.241329e-03) (1.010748e-21 1.296046e-18 5.364859e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
0.07         	((1.709537e+02 -9.901150e-02 4.319481e-20) (1.628770e+02 -1.064491e-02 -2.598538e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.031758e-21 -2.227386e-21 4.953694e-03) (-4.807005e-20 1.254299e-18 5.678424e-04) (0.000000e+00 0.000000e+00 0.000000e+00))
