# Forces     
# CofR       : (5.000000e-02 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous) moment(pressure viscous porous)
0.005        	((3.025337e+04 2.932303e-02 -2.215638e-18) (1.531907e+00 1.602309e-06 -1.951405e-17) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.199917e-17 -4.302259e-18 -1.639613e-03) (1.243630e-20 -1.802544e-18 -8.979724e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.01         	((-2.924735e+02 -3.946006e-02 9.714416e-20) (1.541553e+00 -2.533292e-07 -1.449946e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.551728e-21 -7.190952e-21 1.980263e-03) (2.757159e-21 6.277654e-20 5.706314e-09) (0.000000e+00 0.000000e+00 0.000000e+00))
0.015        	((-2.130925e+02 -2.570925e-03 9.270894e-20) (1.549587e+00 -4.321827e-07 -2.236634e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-2.244357e-21 -6.184738e-21 1.354432e-04) (2.986475e-21 5.640925e-20 1.553137e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.02         	((-1.569454e+02 -1.330793e-03 8.871726e-20) (1.556567e+00 -5.596536e-07 -2.961712e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.979818e-22 -5.445187e-21 7.311593e-05) (2.687281e-21 5.025455e-20 2.250047e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.025        	((-1.141531e+02 -2.030342e-03 8.489415e-20) (1.562847e+00 -6.698128e-07 -3.115753e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.382218e-22 -4.889399e-21 1.077879e-04) (-3.765631e-22 4.739333e-20 2.847995e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.03         	((-8.010965e+01 -2.522757e-03 8.152299e-20) (1.568672e+00 -7.941823e-07 -3.267391e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.504371e-21 -4.443799e-21 1.321414e-04) (-2.431964e-21 4.462154e-20 3.519681e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.035        	((-5.209865e+01 -2.317500e-03 7.856235e-20) (1.574205e+00 -8.963393e-07 -3.453022e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.139034e-21 -4.074418e-21 1.216450e-04) (-3.623832e-21 4.187371e-20 4.078423e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.04         	((-2.835488e+01 -4.084527e-03 7.581897e-20) (1.579553e+00 -1.092641e-06 -3.473504e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.521567e-21 -3.766649e-21 2.097800e-04) (-5.199112e-21 4.028221e-20 5.121193e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.045        	((-8.201951e+00 -3.528062e-03 7.352224e-20) (1.584792e+00 -1.280518e-06 -3.769683e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.961444e-21 -3.490893e-21 1.817770e-04) (-4.559875e-21 3.712405e-20 6.123709e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.05         	((9.519733e+00 -3.460472e-03 7.129271e-20) (1.589969e+00 -1.461602e-06 -3.770535e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.248217e-21 -3.254070e-21 1.782223e-04) (-5.894196e-21 3.566260e-20 7.089221e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.055        	((2.515209e+01 -2.526952e-03 6.931628e-20) (1.595113e+00 -1.625005e-06 -3.868033e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.550492e-21 -3.036690e-21 1.313916e-04) (-5.856741e-21 3.365029e-20 7.957551e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.06         	((3.932499e+01 -2.466532e-03 6.738890e-20) (1.600243e+00 -1.757994e-06 -3.798591e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.735390e-21 -2.842974e-21 1.282193e-04) (-6.371312e-21 3.269286e-20 8.674631e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.065        	((5.198600e+01 -2.331063e-03 6.564880e-20) (1.605372e+00 -1.886636e-06 -3.842793e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.988631e-21 -2.659691e-21 1.213098e-04) (-6.657974e-21 3.116005e-20 9.374260e-08) (0.000000e+00 0.000000e+00 0.000000e+00))
0.07         	((6.349453e+01 -2.189721e-03 6.399116e-20) (1.610509e+00 -2.004162e-06 -3.875295e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.217874e-21 -2.488561e-21 1.141132e-04) (-7.072432e-21 2.980691e-20 1.001729e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
0.075        	((7.402058e+01 -2.309861e-03 6.241287e-20) (1.615653e+00 -2.123739e-06 -3.915972e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.428164e-21 -2.326823e-21 1.199971e-04) (-7.382073e-21 2.851579e-20 1.067410e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
0.08         	((8.371129e+01 -2.387098e-03 6.089559e-20) (1.620805e+00 -2.246686e-06 -3.957468e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.616260e-21 -2.173167e-21 1.237411e-04) (-7.661325e-21 2.732045e-20 1.135145e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
0.085        	((9.281530e+01 -2.862050e-03 5.938952e-20) (1.625958e+00 -2.385191e-06 -3.942613e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.714829e-21 -2.028678e-21 1.473719e-04) (-7.486972e-21 2.655054e-20 1.211258e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
0.09         	((1.010438e+02 -2.078945e-03 5.799840e-20) (1.631114e+00 -2.506824e-06 -4.038647e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.913318e-21 -1.885868e-21 1.081099e-04) (-7.889199e-21 2.515727e-20 1.279727e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
0.095        	((1.089434e+02 -2.797991e-03 5.657762e-20) (1.636263e+00 -2.646714e-06 -4.023761e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.979949e-21 -1.752594e-21 1.439533e-04) (-7.801599e-21 2.448581e-20 1.357019e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
0.1          	((1.160793e+02 -2.003169e-03 5.526860e-20) (1.641405e+00 -2.769528e-06 -4.123389e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.157344e-21 -1.619982e-21 1.041128e-04) (-8.411111e-21 2.314963e-20 1.426622e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
0.105        	((1.229992e+02 -2.793928e-03 5.393104e-20) (1.646529e+00 -2.908577e-06 -4.110722e-19) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.206648e-21 -1.496245e-21 1.435486e-04) (-8.582654e-21 2.254477e-20 1.504157e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
